sample_id,sample_type,result,detection_limit,qualifier
A3877,BLK,,0.005,<
A3878,DUP,1.5,,
A3879,CRM,,0.02,<
A3880,BLK,,0.005,<
A3881,DUP,1.5,,
A3882,CRM,,0.02,<
A3883,BLK,,0.005,<
A3884,DUP,1.5,,
A3885,CRM,,0.02,<
A3886,BLK,,0.005,<
A3887,DUP,1.5,,
A3888,CRM,,0.02,<
A3889,BLK,,0.005,<
A3890,DUP,1.5,,
A3891,CRM,,0.02,<
A3892,BLK,,0.005,<
A3893,DUP,1.5,,
A3894,CRM,,0.02,<
A3895,BLK,,0.005,<
A3896,DUP,1.5,,
A3897,CRM,,0.02,<
A3898,BLK,,0.005,<
A3899,DUP,1.5,,
A3900,CRM,,0.02,<
A3901,BLK,,0.005,<
A3902,DUP,1.5,,
A3903,CRM,,0.02,<
A3904,BLK,,0.005,<
A3905,DUP,1.5,,
A3906,CRM,,0.02,<
A3907,BLK,,0.005,<
A3908,DUP,1.5,,
A3909,CRM,,0.02,<
A3910,BLK,,0.005,<
A3911,DUP,1.5,,
A3912,CRM,,0.02,<
A3913,BLK,,0.005,<
A3914,DUP,1.5,,
A3915,CRM,,0.02,<
A3916,BLK,,0.005,<
A3917,DUP,1.5,,
A3918,CRM,,0.02,<
A3919,BLK,,0.005,<
A3920,DUP,1.5,,
A3921,CRM,,0.02,<
A3922,BLK,,0.005,<
A3923,DUP,1.5,,
A3924,CRM,,0.02,<
A3925,BLK,,0.005,<
A3926,DUP,1.5,,
A3927,CRM,,0.02,<
A3928,BLK,,0.005,<
A3929,DUP,1.5,,
A3930,CRM,,0.02,<
A3931,BLK,,0.005,<
A3932,DUP,1.5,,
A3933,CRM,,0.02,<
A3934,BLK,,0.005,<
A3935,DUP,1.5,,
A3936,CRM,,0.02,<
A3937,BLK,,0.005,<
A3938,DUP,1.5,,
A3939,CRM,,0.02,<
A3940,BLK,,0.005,<
A3941,DUP,1.5,,
A3942,CRM,,0.02,<
A3943,BLK,,0.005,<
A3944,DUP,1.5,,
A3945,CRM,,0.02,<
A3946,BLK,,0.005,<
A3947,DUP,1.5,,
A3948,CRM,,0.02,<
A3949,BLK,,0.005,<
A3950,DUP,1.5,,
A3951,CRM,,0.02,<
A3952,BLK,,0.005,<
A3953,DUP,1.5,,
A3954,CRM,,0.02,<
A3955,BLK,,0.005,<
A3956,DUP,1.5,,
A3957,CRM,,0.02,<
A3958,BLK,,0.005,<
A3959,DUP,1.5,,
A3960,CRM,,0.02,<
A3961,BLK,,0.005,<
A3962,DUP,1.5,,
A3963,CRM,,0.02,<
A3964,BLK,,0.005,<
A3965,DUP,1.5,,
A3966,CRM,,0.02,<
A3967,BLK,,0.005,<
A3968,DUP,1.5,,
A3969,CRM,,0.02,<
A3970,BLK,,0.005,<
A3971,DUP,1.5,,
A3972,CRM,,0.02,<
A3973,BLK,,0.005,<
A3974,DUP,1.5,,
A3975,CRM,,0.02,<
A3976,BLK,,0.005,<
A3977,DUP,1.5,,
A3978,CRM,,0.02,<
A3979,BLK,,0.005,<
A3980,DUP,1.5,,
A3981,CRM,,0.02,<
A3982,BLK,,0.005,<
A3983,DUP,1.5,,
A3984,CRM,,0.02,<
A3985,BLK,,0.005,<
A3986,DUP,1.5,,
A3987,CRM,,0.02,<
A3988,BLK,,0.005,<
A3989,DUP,1.5,,
A3990,CRM,,0.02,<
A3991,BLK,,0.005,<
A3992,DUP,1.5,,
A3993,CRM,,0.02,<
A3994,BLK,,0.005,<
A3995,DUP,1.5,,
A3996,CRM,,0.02,<
A3997,BLK,,0.005,<
A3998,DUP,1.5,,
A3999,CRM,,0.02,<
A4000,BLK,,0.005,<
A4001,DUP,1.5,,
A4002,CRM,,0.02,<
A4003,BLK,,0.005,<
A4004,DUP,1.5,,
A4005,CRM,,0.02,<
A4006,BLK,,0.005,<
A4007,DUP,1.5,,
A4008,CRM,,0.02,<
A4009,BLK,,0.005,<
A4010,DUP,1.5,,
A4011,CRM,,0.02,<
A4012,BLK,,0.005,<
A4013,DUP,1.5,,
A4014,CRM,,0.02,<
A4015,BLK,,0.005,<
A4016,DUP,1.5,,
A4017,CRM,,0.02,<
A4018,BLK,,0.005,<
A4019,DUP,1.5,,
A4020,CRM,,0.02,<
A4021,BLK,,0.005,<
A4022,DUP,1.5,,
A4023,CRM,,0.02,<
A4024,BLK,,0.005,<
A4025,DUP,1.5,,
A4026,CRM,,0.02,<
A4027,BLK,,0.005,<
A4028,DUP,1.5,,
A4029,CRM,,0.02,<
A4030,BLK,,0.005,<
A4031,DUP,1.5,,
A4032,CRM,,0.02,<
A4033,BLK,,0.005,<
A4034,DUP,1.5,,
A4035,CRM,,0.02,<
A4036,BLK,,0.005,<
A4037,DUP,1.5,,
A4038,CRM,,0.02,<
A4039,BLK,,0.005,<
A4040,DUP,1.5,,
A4041,CRM,,0.02,<
A4042,BLK,,0.005,<
A4043,DUP,1.5,,
A4044,CRM,,0.02,<
A4045,BLK,,0.005,<
A4046,DUP,1.5,,
A4047,CRM,,0.02,<
A4048,BLK,,0.005,<
A4049,DUP,1.5,,
A4050,CRM,,0.02,<
A4051,BLK,,0.005,<
A4052,DUP,1.5,,
A4053,CRM,,0.02,<
A4054,BLK,,0.005,<
A4055,DUP,1.5,,
A4056,CRM,,0.02,<
A4057,BLK,,0.005,<
A4058,DUP,1.5,,
A4059,CRM,,0.02,<
A4060,BLK,,0.005,<
A4061,DUP,1.5,,
A4062,CRM,,0.02,<
A4063,BLK,,0.005,<
A4064,DUP,1.5,,
A4065,CRM,,0.02,<
A4066,BLK,,0.005,<
A4067,DUP,1.5,,
A4068,CRM,,0.02,<
A4069,BLK,,0.005,<
A4070,DUP,1.5,,
A4071,CRM,,0.02,<
A4072,BLK,,0.005,<
A4073,DUP,1.5,,
A4074,CRM,,0.02,<
A4075,BLK,,0.005,<
A4076,DUP,1.5,,
A4077,CRM,,0.02,<
A4078,BLK,,0.005,<
A4079,DUP,1.5,,
A4080,CRM,,0.02,<
A4081,BLK,,0.005,<
A4082,DUP,1.5,,
A4083,CRM,,0.02,<
A4084,BLK,,0.005,<
A4085,DUP,1.5,,
A4086,CRM,,0.02,<
A4087,BLK,,0.005,<
A4088,DUP,1.5,,
A4089,CRM,,0.02,<
A4090,BLK,,0.005,<
A4091,DUP,1.5,,
A4092,CRM,,0.02,<
A4093,BLK,,0.005,<
A4094,DUP,1.5,,
A4095,CRM,,0.02,<
A4096,BLK,,0.005,<
A4097,DUP,1.5,,
A4098,CRM,,0.02,<
A4099,BLK,,0.005,<
A4100,DUP,1.5,,
A4101,CRM,,0.02,<
A4102,BLK,,0.005,<
A4103,DUP,1.5,,
A4104,CRM,,0.02,<
A4105,BLK,,0.005,<
A4106,DUP,1.5,,
A4107,CRM,,0.02,<
A4108,BLK,,0.005,<
A4109,DUP,1.5,,
A4110,CRM,,0.02,<
A4111,BLK,,0.005,<
A4112,DUP,1.5,,
A4113,CRM,,0.02,<
A4114,BLK,,0.005,<
A4115,DUP,1.5,,
A4116,CRM,,0.02,<
A4117,BLK,,0.005,<
A4118,DUP,1.5,,
A4119,CRM,,0.02,<
A4120,BLK,,0.005,<
A4121,DUP,1.5,,
A4122,CRM,,0.02,<
A4123,BLK,,0.005,<
A4124,DUP,1.5,,
A4125,CRM,,0.02,<
A4126,BLK,,0.005,<
A4127,DUP,1.5,,
A4128,CRM,,0.02,<
A4129,BLK,,0.005,<
A4130,DUP,1.5,,
A4131,CRM,,0.02,<
A4132,BLK,,0.005,<
A4133,DUP,1.5,,
A4134,CRM,,0.02,<
A4135,BLK,,0.005,<
A4136,DUP,1.5,,
A4137,CRM,,0.02,<
A4138,BLK,,0.005,<
A4139,DUP,1.5,,
A4140,CRM,,0.02,<
A4141,BLK,,0.005,<
A4142,DUP,1.5,,
A4143,CRM,,0.02,<
A4144,BLK,,0.005,<
A4145,DUP,1.5,,
A4146,CRM,,0.02,<
A4147,BLK,,0.005,<
A4148,DUP,1.5,,
A4149,CRM,,0.02,<
A4150,BLK,,0.005,<
A4151,DUP,1.5,,
A4152,CRM,,0.02,<
A4153,BLK,,0.005,<
A4154,DUP,1.5,,
A4155,CRM,,0.02,<
A4156,BLK,,0.005,<
A4157,DUP,1.5,,
A4158,CRM,,0.02,<
A4159,BLK,,0.005,<
A4160,DUP,1.5,,
A4161,CRM,,0.02,<
A4162,BLK,,0.005,<
A4163,DUP,1.5,,
A4164,CRM,,0.02,<
A4165,BLK,,0.005,<
A4166,DUP,1.5,,
A4167,CRM,,0.02,<
A4168,BLK,,0.005,<
A4169,DUP,1.5,,
A4170,CRM,,0.02,<
A4171,BLK,,0.005,<
A4172,DUP,1.5,,
A4173,CRM,,0.02,<
A4174,BLK,,0.005,<
A4175,DUP,1.5,,
A4176,CRM,,0.02,<
A4177,BLK,,0.005,<
A4178,DUP,1.5,,
A4179,CRM,,0.02,<
A4180,BLK,,0.005,<
A4181,DUP,1.5,,
A4182,CRM,,0.02,<
A4183,BLK,,0.005,<
A4184,DUP,1.5,,
A4185,CRM,,0.02,<
A4186,BLK,,0.005,<
A4187,DUP,1.5,,
A4188,CRM,,0.02,<
A4189,BLK,,0.005,<
A4190,DUP,1.5,,
A4191,CRM,,0.02,<
A4192,BLK,,0.005,<
A4193,DUP,1.5,,
A4194,CRM,,0.02,<
A4195,BLK,,0.005,<
A4196,DUP,1.5,,
A4197,CRM,,0.02,<
A4198,BLK,,0.005,<
A4199,DUP,1.5,,
A4200,CRM,,0.02,<
A4201,BLK,,0.005,<
A4202,DUP,1.5,,
A4203,CRM,,0.02,<
A4204,BLK,,0.005,<
A4205,DUP,1.5,,
A4206,CRM,,0.02,<
A4207,BLK,,0.005,<
A4208,DUP,1.5,,
A4209,CRM,,0.02,<
A4210,BLK,,0.005,<
A4211,DUP,1.5,,
A4212,CRM,,0.02,<
A4213,BLK,,0.005,<
A4214,DUP,1.5,,
A4215,CRM,,0.02,<
A4216,BLK,,0.005,<
A4217,DUP,1.5,,
A4218,CRM,,0.02,<
A4219,BLK,,0.005,<
A4220,DUP,1.5,,
A4221,CRM,,0.02,<
A4222,BLK,,0.005,<
A4223,DUP,1.5,,
A4224,CRM,,0.02,<
A4225,BLK,,0.005,<
A4226,DUP,1.5,,
A4227,CRM,,0.02,<
A4228,BLK,,0.005,<
A4229,DUP,1.5,,
A4230,CRM,,0.02,<
A4231,BLK,,0.005,<
A4232,DUP,1.5,,
A4233,CRM,,0.02,<
A4234,BLK,,0.005,<
A4235,DUP,1.5,,
A4236,CRM,,0.02,<
A4237,BLK,,0.005,<
A4238,DUP,1.5,,
A4239,CRM,,0.02,<
A4240,BLK,,0.005,<
A4241,DUP,1.5,,
A4242,CRM,,0.02,<
A4243,BLK,,0.005,<
A4244,DUP,1.5,,
A4245,CRM,,0.02,<
A4246,BLK,,0.005,<
A4247,DUP,1.5,,
A4248,CRM,,0.02,<
A4249,BLK,,0.005,<
A4250,DUP,1.5,,
A4251,CRM,,0.02,<
A4252,BLK,,0.005,<
A4253,DUP,1.5,,
A4254,CRM,,0.02,<
A4255,BLK,,0.005,<
A4256,DUP,1.5,,
A4257,CRM,,0.02,<
A4258,BLK,,0.005,<
A4259,DUP,1.5,,
A4260,CRM,,0.02,<
A4261,BLK,,0.005,<
A4262,DUP,1.5,,
A4263,CRM,,0.02,<
A4264,BLK,,0.005,<
A4265,DUP,1.5,,
A4266,CRM,,0.02,<
A4267,BLK,,0.005,<
A4268,DUP,1.5,,
A4269,CRM,,0.02,<
A4270,BLK,,0.005,<
A4271,DUP,1.5,,
A4272,CRM,,0.02,<
A4273,BLK,,0.005,<
A4274,DUP,1.5,,
A4275,CRM,,0.02,<
A4276,BLK,,0.005,<
A4277,DUP,1.5,,
A4278,CRM,,0.02,<
A4279,BLK,,0.005,<
A4280,DUP,1.5,,
A4281,CRM,,0.02,<
A4282,BLK,,0.005,<
A4283,DUP,1.5,,
A4284,CRM,,0.02,<
A4285,BLK,,0.005,<
A4286,DUP,1.5,,
A4287,CRM,,0.02,<
A4288,BLK,,0.005,<
A4289,DUP,1.5,,
A4290,CRM,,0.02,<
A4291,BLK,,0.005,<
A4292,DUP,1.5,,
A4293,CRM,,0.02,<
A4294,BLK,,0.005,<
A4295,DUP,1.5,,
A4296,CRM,,0.02,<
A4297,BLK,,0.005,<
A4298,DUP,1.5,,
A4299,CRM,,0.02,<
A4300,BLK,,0.005,<
A4301,DUP,1.5,,
A4302,CRM,,0.02,<
A4303,BLK,,0.005,<
A4304,DUP,1.5,,
A4305,CRM,,0.02,<
A4306,BLK,,0.005,<
A4307,DUP,1.5,,
A4308,CRM,,0.02,<
A4309,BLK,,0.005,<
A4310,DUP,1.5,,
A4311,CRM,,0.02,<
A4312,BLK,,0.005,<
A4313,DUP,1.5,,
A4314,CRM,,0.02,<
A4315,BLK,,0.005,<
A4316,DUP,1.5,,
A4317,CRM,,0.02,<
A4318,BLK,,0.005,<
A4319,DUP,1.5,,
A4320,CRM,,0.02,<
A4321,BLK,,0.005,<
A4322,DUP,1.5,,
A4323,CRM,,0.02,<
A4324,BLK,,0.005,<
A4325,DUP,1.5,,
A4326,CRM,,0.02,<
A4327,BLK,,0.005,<
A4328,DUP,1.5,,
A4329,CRM,,0.02,<
A4330,BLK,,0.005,<
A4331,DUP,1.5,,
A4332,CRM,,0.02,<
A4333,BLK,,0.005,<
A4334,DUP,1.5,,
A4335,CRM,,0.02,<
A4336,BLK,,0.005,<
A4337,DUP,1.5,,
A4338,CRM,,0.02,<
A4339,BLK,,0.005,<
A4340,DUP,1.5,,
A4341,CRM,,0.02,<
A4342,BLK,,0.005,<
A4343,DUP,1.5,,
A4344,CRM,,0.02,<
A4345,BLK,,0.005,<
A4346,DUP,1.5,,
A4347,CRM,,0.02,<
A4348,BLK,,0.005,<
A4349,DUP,1.5,,
A4350,CRM,,0.02,<
A4351,BLK,,0.005,<
A4352,DUP,1.5,,
A4353,CRM,,0.02,<
A4354,BLK,,0.005,<
A4355,DUP,1.5,,
A4356,CRM,,0.02,<
A4357,BLK,,0.005,<
A4358,DUP,1.5,,
A4359,CRM,,0.02,<
A4360,BLK,,0.005,<
A4361,DUP,1.5,,
A4362,CRM,,0.02,<
A4363,BLK,,0.005,<
A4364,DUP,1.5,,
A4365,CRM,,0.02,<
A4366,BLK,,0.005,<
A4367,DUP,1.5,,
A4368,CRM,,0.02,<
A4369,BLK,,0.005,<
A4370,DUP,1.5,,
A4371,CRM,,0.02,<
A4372,BLK,,0.005,<
A4373,DUP,1.5,,
A4374,CRM,,0.02,<
A4375,BLK,,0.005,<
A4376,DUP,1.5,,
A4377,CRM,,0.02,<
A4378,BLK,,0.005,<
A4379,DUP,1.5,,
A4380,CRM,,0.02,<
A4381,BLK,,0.005,<
A4382,DUP,1.5,,
A4383,CRM,,0.02,<
A4384,BLK,,0.005,<
A4385,DUP,1.5,,
A4386,CRM,,0.02,<
A4387,BLK,,0.005,<
A4388,DUP,1.5,,
A4389,CRM,,0.02,<
A4390,BLK,,0.005,<
A4391,DUP,1.5,,
A4392,CRM,,0.02,<
A4393,BLK,,0.005,<
A4394,DUP,1.5,,
A4395,CRM,,0.02,<
A4396,BLK,,0.005,<
A4397,DUP,1.5,,
A4398,CRM,,0.02,<
A4399,BLK,,0.005,<
A4400,DUP,1.5,,
A4401,CRM,,0.02,<
A4402,BLK,,0.005,<
A4403,DUP,1.5,,
A4404,CRM,,0.02,<
A4405,BLK,,0.005,<
A4406,DUP,1.5,,
A4407,CRM,,0.02,<
A4408,BLK,,0.005,<
A4409,DUP,1.5,,
A4410,CRM,,0.02,<
A4411,BLK,,0.005,<
A4412,DUP,1.5,,
A4413,CRM,,0.02,<
A4414,BLK,,0.005,<
A4415,DUP,1.5,,
A4416,CRM,,0.02,<
A4417,BLK,,0.005,<
A4418,DUP,1.5,,
A4419,CRM,,0.02,<
A4420,BLK,,0.005,<
A4421,DUP,1.5,,
A4422,CRM,,0.02,<
A4423,BLK,,0.005,<
A4424,DUP,1.5,,
A4425,CRM,,0.02,<
A4426,BLK,,0.005,<
A4427,DUP,1.5,,
A4428,CRM,,0.02,<
A4429,BLK,,0.005,<
A4430,DUP,1.5,,
A4431,CRM,,0.02,<
A4432,BLK,,0.005,<
A4433,DUP,1.5,,
A4434,CRM,,0.02,<
A4435,BLK,,0.005,<
A4436,DUP,1.5,,
A4437,CRM,,0.02,<
A4438,BLK,,0.005,<
A4439,DUP,1.5,,
A4440,CRM,,0.02,<
A4441,BLK,,0.005,<
A4442,DUP,1.5,,
A4443,CRM,,0.02,<
A4444,BLK,,0.005,<
A4445,DUP,1.5,,
A4446,CRM,,0.02,<
A4447,BLK,,0.005,<
A4448,DUP,1.5,,
A4449,CRM,,0.02,<
A4450,BLK,,0.005,<
A4451,DUP,1.5,,
A4452,CRM,,0.02,<
A4453,BLK,,0.005,<
A4454,DUP,1.5,,
A4455,CRM,,0.02,<
A4456,BLK,,0.005,<
A4457,DUP,1.5,,
A4458,CRM,,0.02,<
A4459,BLK,,0.005,<
A4460,DUP,1.5,,
A4461,CRM,,0.02,<
A4462,BLK,,0.005,<
A4463,DUP,1.5,,
A4464,CRM,,0.02,<
A4465,BLK,,0.005,<
A4466,DUP,1.5,,
A4467,CRM,,0.02,<
A4468,BLK,,0.005,<
A4469,DUP,1.5,,
A4470,CRM,,0.02,<
A4471,BLK,,0.005,<
A4472,DUP,1.5,,
A4473,CRM,,0.02,<
A4474,BLK,,0.005,<
A4475,DUP,1.5,,
A4476,CRM,,0.02,<
A4477,BLK,,0.005,<
A4478,DUP,1.5,,
A4479,CRM,,0.02,<
A4480,BLK,,0.005,<
A4481,DUP,1.5,,
A4482,CRM,,0.02,<
A4483,BLK,,0.005,<
A4484,DUP,1.5,,
A4485,CRM,,0.02,<
A4486,BLK,,0.005,<
A4487,DUP,1.5,,
A4488,CRM,,0.02,<
A4489,BLK,,0.005,<
A4490,DUP,1.5,,
A4491,CRM,,0.02,<
A4492,BLK,,0.005,<
A4493,DUP,1.5,,
A4494,CRM,,0.02,<
A4495,BLK,,0.005,<
A4496,DUP,1.5,,
A4497,CRM,,0.02,<
A4498,BLK,,0.005,<
A4499,DUP,1.5,,
A4500,CRM,,0.02,<
A4501,BLK,,0.005,<
A4502,DUP,1.5,,
A4503,CRM,,0.02,<
A4504,BLK,,0.005,<
A4505,DUP,1.5,,
A4506,CRM,,0.02,<
A4507,BLK,,0.005,<
A4508,DUP,1.5,,
A4509,CRM,,0.02,<
A4510,BLK,,0.005,<
A4511,DUP,1.5,,
A4512,CRM,,0.02,<
A4513,BLK,,0.005,<
A4514,DUP,1.5,,
A4515,CRM,,0.02,<
A4516,BLK,,0.005,<
A4517,DUP,1.5,,
A4518,CRM,,0.02,<
A4519,BLK,,0.005,<
A4520,DUP,1.5,,
A4521,CRM,,0.02,<
A4522,BLK,,0.005,<
A4523,DUP,1.5,,
A4524,CRM,,0.02,<
A4525,BLK,,0.005,<
A4526,DUP,1.5,,
A4527,CRM,,0.02,<
A4528,BLK,,0.005,<
A4529,DUP,1.5,,
A4530,CRM,,0.02,<
A4531,BLK,,0.005,<
A4532,DUP,1.5,,
A4533,CRM,,0.02,<
A4534,BLK,,0.005,<
A4535,DUP,1.5,,
A4536,CRM,,0.02,<
A4537,BLK,,0.005,<
A4538,DUP,1.5,,
A4539,CRM,,0.02,<
A4540,BLK,,0.005,<
A4541,DUP,1.5,,
A4542,CRM,,0.02,<
A4543,BLK,,0.005,<
A4544,DUP,1.5,,
A4545,CRM,,0.02,<
A4546,BLK,,0.005,<
A4547,DUP,1.5,,
A4548,CRM,,0.02,<
A4549,BLK,,0.005,<
A4550,DUP,1.5,,
A4551,CRM,,0.02,<
A4552,BLK,,0.005,<
A4553,DUP,1.5,,
A4554,CRM,,0.02,<
A4555,BLK,,0.005,<
A4556,DUP,1.5,,
A4557,CRM,,0.02,<
A4558,BLK,,0.005,<
A4559,DUP,1.5,,
A4560,CRM,,0.02,<
A4561,BLK,,0.005,<
A4562,DUP,1.5,,
A4563,CRM,,0.02,<
A4564,BLK,,0.005,<
A4565,DUP,1.5,,
A4566,CRM,,0.02,<
A4567,BLK,,0.005,<
A4568,DUP,1.5,,
A4569,CRM,,0.02,<
A4570,BLK,,0.005,<
A4571,DUP,1.5,,
A4572,CRM,,0.02,<
A4573,BLK,,0.005,<
A4574,DUP,1.5,,
A4575,CRM,,0.02,<
A4576,BLK,,0.005,<
A4577,DUP,1.5,,
A4578,CRM,,0.02,<
A4579,BLK,,0.005,<
A4580,DUP,1.5,,
A4581,CRM,,0.02,<
A4582,BLK,,0.005,<
A4583,DUP,1.5,,
A4584,CRM,,0.02,<
A4585,BLK,,0.005,<
A4586,DUP,1.5,,
A4587,CRM,,0.02,<
A4588,BLK,,0.005,<
A4589,DUP,1.5,,
A4590,CRM,,0.02,<
A4591,BLK,,0.005,<
A4592,DUP,1.5,,
A4593,CRM,,0.02,<
A4594,BLK,,0.005,<
A4595,DUP,1.5,,
A4596,CRM,,0.02,<
A4597,BLK,,0.005,<
A4598,DUP,1.5,,
A4599,CRM,,0.02,<
A4600,BLK,,0.005,<
A4601,DUP,1.5,,
A4602,CRM,,0.02,<
A4603,BLK,,0.005,<
A4604,DUP,1.5,,
A4605,CRM,,0.02,<
A4606,BLK,,0.005,<
A4607,DUP,1.5,,
A4608,CRM,,0.02,<
A4609,BLK,,0.005,<
A4610,DUP,1.5,,
A4611,CRM,,0.02,<
A4612,BLK,,0.005,<
A4613,DUP,1.5,,
A4614,CRM,,0.02,<
A4615,BLK,,0.005,<
A4616,DUP,1.5,,
A4617,CRM,,0.02,<
A4618,BLK,,0.005,<
A4619,DUP,1.5,,
A4620,CRM,,0.02,<
A4621,BLK,,0.005,<
A4622,DUP,1.5,,
A4623,CRM,,0.02,<
A4624,BLK,,0.005,<
A4625,DUP,1.5,,
A4626,CRM,,0.02,<
A4627,BLK,,0.005,<
A4628,DUP,1.5,,
A4629,CRM,,0.02,<
A4630,BLK,,0.005,<
A4631,DUP,1.5,,
A4632,CRM,,0.02,<
A4633,BLK,,0.005,<
A4634,DUP,1.5,,
A4635,CRM,,0.02,<
A4636,BLK,,0.005,<
A4637,DUP,1.5,,
A4638,CRM,,0.02,<
A4639,BLK,,0.005,<
A4640,DUP,1.5,,
A4641,CRM,,0.02,<
A4642,BLK,,0.005,<
A4643,DUP,1.5,,
A4644,CRM,,0.02,<
A4645,BLK,,0.005,<
A4646,DUP,1.5,,
A4647,CRM,,0.02,<
A4648,BLK,,0.005,<
A4649,DUP,1.5,,
A4650,CRM,,0.02,<
A4651,BLK,,0.005,<
A4652,DUP,1.5,,
A4653,CRM,,0.02,<
A4654,BLK,,0.005,<
A4655,DUP,1.5,,
A4656,CRM,,0.02,<
A4657,BLK,,0.005,<
A4658,DUP,1.5,,
A4659,CRM,,0.02,<
A4660,BLK,,0.005,<
A4661,DUP,1.5,,
A4662,CRM,,0.02,<
A4663,BLK,,0.005,<
A4664,DUP,1.5,,
A4665,CRM,,0.02,<
A4666,BLK,,0.005,<
A4667,DUP,1.5,,
A4668,CRM,,0.02,<
A4669,BLK,,0.005,<
A4670,DUP,1.5,,
A4671,CRM,,0.02,<
A4672,BLK,,0.005,<
A4673,DUP,1.5,,
A4674,CRM,,0.02,<
A4675,BLK,,0.005,<
A4676,DUP,1.5,,
A4677,CRM,,0.02,<
A4678,BLK,,0.005,<
A4679,DUP,1.5,,
A4680,CRM,,0.02,<
A4681,BLK,,0.005,<
A4682,DUP,1.5,,
A4683,CRM,,0.02,<
A4684,BLK,,0.005,<
A4685,DUP,1.5,,
A4686,CRM,,0.02,<
A4687,BLK,,0.005,<
A4688,DUP,1.5,,
A4689,CRM,,0.02,<
A4690,BLK,,0.005,<
A4691,DUP,1.5,,
A4692,CRM,,0.02,<
A4693,BLK,,0.005,<
A4694,DUP,1.5,,
A4695,CRM,,0.02,<
A4696,BLK,,0.005,<
A4697,DUP,1.5,,
A4698,CRM,,0.02,<
A4699,BLK,,0.005,<
A4700,DUP,1.5,,
A4701,CRM,,0.02,<
A4702,BLK,,0.005,<
A4703,DUP,1.5,,
A4704,CRM,,0.02,<
A4705,BLK,,0.005,<
A4706,DUP,1.5,,
A4707,CRM,,0.02,<
A4708,BLK,,0.005,<
A4709,DUP,1.5,,
A4710,CRM,,0.02,<
A4711,BLK,,0.005,<
A4712,DUP,1.5,,
A4713,CRM,,0.02,<
A4714,BLK,,0.005,<
A4715,DUP,1.5,,
A4716,CRM,,0.02,<
A4717,BLK,,0.005,<
A4718,DUP,1.5,,
A4719,CRM,,0.02,<
A4720,BLK,,0.005,<
A4721,DUP,1.5,,
A4722,CRM,,0.02,<
A4723,BLK,,0.005,<
A4724,DUP,1.5,,
A4725,CRM,,0.02,<
A4726,BLK,,0.005,<
A4727,DUP,1.5,,
A4728,CRM,,0.02,<
A4729,BLK,,0.005,<
A4730,DUP,1.5,,
A4731,CRM,,0.02,<
A4732,BLK,,0.005,<
A4733,DUP,1.5,,
A4734,CRM,,0.02,<
A4735,BLK,,0.005,<
A4736,DUP,1.5,,
A4737,CRM,,0.02,<
A4738,BLK,,0.005,<
A4739,DUP,1.5,,
A4740,CRM,,0.02,<
A4741,BLK,,0.005,<
A4742,DUP,1.5,,
A4743,CRM,,0.02,<
A4744,BLK,,0.005,<
A4745,DUP,1.5,,
A4746,CRM,,0.02,<
A4747,BLK,,0.005,<
A4748,DUP,1.5,,
A4749,CRM,,0.02,<
A4750,BLK,,0.005,<
A4751,DUP,1.5,,
A4752,CRM,,0.02,<
A4753,BLK,,0.005,<
A4754,DUP,1.5,,
A4755,CRM,,0.02,<
A4756,BLK,,0.005,<
A4757,DUP,1.5,,
A4758,CRM,,0.02,<
A4759,BLK,,0.005,<
A4760,DUP,1.5,,
A4761,CRM,,0.02,<
A4762,BLK,,0.005,<
A4763,DUP,1.5,,
A4764,CRM,,0.02,<
A4765,BLK,,0.005,<
A4766,DUP,1.5,,
A4767,CRM,,0.02,<
A4768,BLK,,0.005,<
A4769,DUP,1.5,,
A4770,CRM,,0.02,<
A4771,BLK,,0.005,<
A4772,DUP,1.5,,
A4773,CRM,,0.02,<
A4774,BLK,,0.005,<
A4775,DUP,1.5,,
A4776,CRM,,0.02,<
A4777,BLK,,0.005,<
A4778,DUP,1.5,,
A4779,CRM,,0.02,<
A4780,BLK,,0.005,<
A4781,DUP,1.5,,
A4782,CRM,,0.02,<
A4783,BLK,,0.005,<
A4784,DUP,1.5,,
A4785,CRM,,0.02,<
A4786,BLK,,0.005,<
A4787,DUP,1.5,,
A4788,CRM,,0.02,<
A4789,BLK,,0.005,<
A4790,DUP,1.5,,
A4791,CRM,,0.02,<
A4792,BLK,,0.005,<
A4793,DUP,1.5,,
A4794,CRM,,0.02,<
A4795,BLK,,0.005,<
A4796,DUP,1.5,,
A4797,CRM,,0.02,<
A4798,BLK,,0.005,<
A4799,DUP,1.5,,
A4800,CRM,,0.02,<
A4801,BLK,,0.005,<
A4802,DUP,1.5,,
A4803,CRM,,0.02,<
A4804,BLK,,0.005,<
A4805,DUP,1.5,,
A4806,CRM,,0.02,<
A4807,BLK,,0.005,<
A4808,DUP,1.5,,
A4809,CRM,,0.02,<
A4810,BLK,,0.005,<
A4811,DUP,1.5,,
A4812,CRM,,0.02,<
A4813,BLK,,0.005,<
A4814,DUP,1.5,,
A4815,CRM,,0.02,<
A4816,BLK,,0.005,<
A4817,DUP,1.5,,
A4818,CRM,,0.02,<
A4819,BLK,,0.005,<
A4820,DUP,1.5,,
A4821,CRM,,0.02,<
A4822,BLK,,0.005,<
A4823,DUP,1.5,,
A4824,CRM,,0.02,<
A4825,BLK,,0.005,<
A4826,DUP,1.5,,
A4827,CRM,,0.02,<
A4828,BLK,,0.005,<
A4829,DUP,1.5,,
